cellId	SMTS	SMTSD
GTEX-13PVQ-0926-SM-5IJFD	Lung	Lung
GTEX-YEC4-0526-SM-4W21U	Lung	Lung
GTEX-16NGA-0226-SM-718AI	Lung	Lung
GTEX-14E7W-1326-SM-5RQIV	Lung	Lung
GTEX-1QAET-0426-SM-EXUSM	Lung	Lung
GTEX-1F5PK-0526-SM-7MXUA	Lung	Lung
GTEX-R55C-0126-SM-48FEQ	Spleen	Spleen
GTEX-1KAFJ-1026-SM-D4P2Z	Spleen	Spleen
GTEX-1RAZR-1626-SM-EAZ4V	Spleen	Spleen
GTEX-15ETS-3126-SM-6LPKN	Spleen	Spleen
GTEX-13U4I-1626-SM-5IFFR	Spleen	Spleen
GTEX-ZLWG-0426-SM-4WWFA	Spleen	Spleen
GTEX-17HHE-0326-SM-793BH	Spleen	Spleen
GTEX-T5JW-0126-SM-4DM6K	Spleen	Spleen
GTEX-132QS-0226-SM-5IFFZ	Spleen	Spleen
GTEX-13VXT-1326-SM-5LU3Y	Spleen	Spleen
GTEX-S4Z8-0226-SM-4AD5K	Spleen	Spleen
GTEX-146FQ-0626-SM-5LU9U	Spleen	Spleen
GTEX-139YR-0426-SM-5IFFV	Spleen	Spleen
GTEX-18A66-1826-SM-7KFSU	Spleen	Spleen
GTEX-O5YT-0926-SM-48TDG	Spleen	Spleen
GTEX-15DZA-0126-SM-6PAMV	Spleen	Spleen
GTEX-14PJ6-0226-SM-6AJ9K	Spleen	Spleen
GTEX-1R7EV-0126-SM-EAZ3O	Spleen	Spleen
GTEX-1LSVX-1426-SM-DHXJO	Spleen	Spleen
GTEX-18A67-1526-SM-7LG6F	Spleen	Spleen
GTEX-12WSK-0126-SM-5GCO7	Spleen	Spleen
GTEX-13CF3-0226-SM-5J1NW	Spleen	Spleen
GTEX-13PL7-1126-SM-5MR5O	Spleen	Spleen
GTEX-1MCYP-0226-SM-EV7A3	Spleen	Spleen
GTEX-1MUQO-1326-SM-EV7AE	Spleen	Spleen
GTEX-15UF7-1926-SM-6LPJT	Spleen	Spleen
GTEX-X4LF-0226-SM-4QAS8	Spleen	Spleen
GTEX-1R9JW-0126-SM-EAZ4P	Spleen	Spleen
GTEX-1AMFI-0926-SM-731E4	Spleen	Spleen
GTEX-15RJ7-0126-SM-6LPJN	Spleen	Spleen
GTEX-1PIIG-1226-SM-EXOIQ	Spleen	Spleen
GTEX-X585-1826-SM-4QAS3	Spleen	Spleen
GTEX-1KANA-1226-SM-DHXKE	Spleen	Spleen
GTEX-OIZH-0926-SM-48TBR	Spleen	Spleen
GTEX-RUSQ-0126-SM-47JWV	Spleen	Spleen
GTEX-Z9EW-0726-SM-5HL9H	Spleen	Spleen
GTEX-15CHC-0726-SM-6AJ9D	Spleen	Spleen
GTEX-1CB4F-0226-SM-7EPHS	Spleen	Spleen
GTEX-1OFPY-0126-SM-EXOJ3	Spleen	Spleen
GTEX-1A3MV-0126-SM-731FQ	Spleen	Spleen
GTEX-1QMI2-1526-SM-EXOJT	Spleen	Spleen
GTEX-1F75I-0226-SM-7MKHQ	Spleen	Spleen
GTEX-1QP2A-2526-SM-EXOJB	Spleen	Spleen
GTEX-XPVG-0626-SM-4B65B	Spleen	Spleen
GTEX-1CB4E-0126-SM-7DHMX	Spleen	Spleen
GTEX-U3ZN-0126-SM-4DXUM	Spleen	Spleen
GTEX-WXYG-0126-SM-4OND7	Spleen	Spleen
GTEX-1C475-1126-SM-7MGY7	Spleen	Spleen
GTEX-WY7C-0126-SM-4ONCO	Spleen	Spleen
GTEX-1K9T9-0626-SM-CXZKY	Spleen	Spleen
GTEX-Y5LM-0326-SM-4VBRN	Spleen	Spleen
GTEX-ZG7Y-2026-SM-DO91N	Spleen	Spleen
GTEX-ZPU1-1026-SM-4YCEQ	Spleen	Spleen
GTEX-S3XE-0626-SM-4AD6B	Spleen	Spleen
GTEX-15F5U-0126-SM-6LPKA	Spleen	Spleen
GTEX-1QCLZ-1026-SM-E6CR1	Spleen	Spleen
GTEX-11P7K-0426-SM-5BC5H	Spleen	Spleen
GTEX-P4PQ-0926-SM-E9U4D	Spleen	Spleen
GTEX-13S86-0126-SM-5S2PI	Spleen	Spleen
GTEX-UPK5-1626-SM-4JBHI	Spleen	Spleen
GTEX-14PJ4-0526-SM-6871G	Spleen	Spleen
GTEX-UJHI-0126-SM-4IHLP	Spleen	Spleen
GTEX-WYVS-0126-SM-4ONDH	Spleen	Spleen
GTEX-YB5E-0426-SM-5IFHR	Spleen	Spleen
GTEX-1KD5A-1526-SM-D4P3W	Spleen	Spleen
GTEX-11XUK-0426-SM-5EQML	Spleen	Spleen
GTEX-WFON-0126-SM-4LVM9	Spleen	Spleen
GTEX-XXEK-0126-SM-4BRVU	Spleen	Spleen
GTEX-1HCU9-0126-SM-9WG7M	Spleen	Spleen
GTEX-ZF2S-0326-SM-4WKGD	Spleen	Spleen
GTEX-14PKU-0526-SM-6871A	Spleen	Spleen
GTEX-11LCK-0126-SM-5A5M5	Spleen	Spleen
GTEX-13PVR-0326-SM-5RQJY	Spleen	Spleen
GTEX-1QAET-2326-SM-EXOJ1	Spleen	Spleen
GTEX-1QCLY-0126-SM-DPRZV	Spleen	Spleen
GTEX-1AX9K-0226-SM-793CM	Spleen	Spleen
GTEX-PX3G-0926-SM-48U12	Spleen	Spleen
GTEX-13FH7-1326-SM-5IFG8	Spleen	Spleen
GTEX-QV44-0126-SM-CJI1X	Spleen	Spleen
GTEX-1PWST-1626-SM-EXOIU	Spleen	Spleen
GTEX-14PN3-0226-SM-6871K	Spleen	Spleen
GTEX-1JMPZ-0926-SM-CXZJR	Spleen	Spleen
GTEX-14JG6-0226-SM-6872A	Spleen	Spleen
GTEX-17F96-1426-SM-7IGQA	Spleen	Spleen
GTEX-1H3VY-1526-SM-9WG7S	Spleen	Spleen
GTEX-ZAB5-0526-SM-5CVMU	Spleen	Spleen
GTEX-147F3-0126-SM-5NQBJ	Spleen	Spleen
GTEX-U3ZH-0126-SM-4DXUK	Spleen	Spleen
GTEX-1399R-0226-SM-5IJGG	Spleen	Spleen
GTEX-1LSNM-0126-SM-EAZ57	Spleen	Spleen
GTEX-1L5NE-0926-SM-D4P3P	Spleen	Spleen
GTEX-P78B-1226-SM-EZ6KP	Spleen	Spleen
GTEX-15DYW-1426-SM-6LPIW	Spleen	Spleen
GTEX-139T6-0226-SM-5IFGZ	Spleen	Spleen
GTEX-1C6VQ-2126-SM-7IGNL	Spleen	Spleen
GTEX-15RIF-0526-SM-6LLI2	Spleen	Spleen
GTEX-PLZ6-0126-SM-48TC6	Spleen	Spleen
GTEX-13111-0126-SM-5EGHO	Spleen	Spleen
GTEX-X3Y1-0126-SM-4PQZA	Spleen	Spleen
GTEX-13X6H-0726-SM-5Q5BX	Spleen	Spleen
GTEX-1JKYN-0326-SM-AHZ4D	Spleen	Spleen
GTEX-WYJK-0726-SM-4ONC9	Spleen	Spleen
GTEX-ZV6S-0826-SM-5NQ6Z	Spleen	Spleen
GTEX-Y3IK-0126-SM-4WWE9	Spleen	Spleen
GTEX-1JKYR-1126-SM-CGQGJ	Spleen	Spleen
GTEX-WHWD-0126-SM-4OORS	Spleen	Spleen
GTEX-QMRM-0226-SM-CL55S	Spleen	Spleen
GTEX-1B97I-0126-SM-731DH	Spleen	Spleen
GTEX-Y8LW-0126-SM-4VBS1	Spleen	Spleen
GTEX-14ICL-0126-SM-664NG	Spleen	Spleen
GTEX-Q734-0226-SM-48U1A	Spleen	Spleen
GTEX-14E6E-1226-SM-5S2R5	Spleen	Spleen
GTEX-OIZF-0926-SM-7MKH7	Spleen	Spleen
GTEX-1RNTQ-1026-SM-EV7B4	Spleen	Spleen
GTEX-144GN-2126-SM-5O99D	Spleen	Spleen
GTEX-ZP4G-0326-SM-4YCEF	Spleen	Spleen
GTEX-ZDYS-1026-SM-4WKHC	Spleen	Spleen
GTEX-17F9E-1126-SM-79OMO	Spleen	Spleen
GTEX-ZVP2-0526-SM-51MSC	Spleen	Spleen
GTEX-12WSD-1726-SM-5GCN4	Spleen	Spleen
GTEX-13N11-0126-SM-5KM2Z	Spleen	Spleen
GTEX-1HSMQ-0126-SM-D4P2I	Spleen	Spleen
GTEX-1H3O1-1126-SM-9WPO9	Spleen	Spleen
GTEX-14BMU-0426-SM-73KYT	Spleen	Spleen
GTEX-145MN-0126-SM-5RQHY	Spleen	Spleen
GTEX-1399S-0226-SM-5IFFG	Spleen	Spleen
GTEX-131XG-0426-SM-5IFGD	Spleen	Spleen
GTEX-QESD-0126-SM-EXOHG	Spleen	Spleen
GTEX-ZF29-0626-SM-4WKHD	Spleen	Spleen
GTEX-1F5PK-0726-SM-7MGXN	Spleen	Spleen
GTEX-14E1K-0126-SM-664NL	Spleen	Spleen
GTEX-OOBJ-0926-SM-48TDO	Spleen	Spleen
GTEX-1PDJ9-0226-SM-DPRYX	Spleen	Spleen
GTEX-W5WG-0626-SM-4SOID	Spleen	Spleen
GTEX-15SHV-0126-SM-6LPIS	Spleen	Spleen
GTEX-15SDE-0126-SM-793BA	Spleen	Spleen
GTEX-P4PP-0926-SM-48TBZ	Spleen	Spleen
GTEX-12WSG-0926-SM-5EGIH	Spleen	Spleen
GTEX-XV7Q-0126-SM-4BRVK	Spleen	Spleen
GTEX-QDVN-0526-SM-48TZ4	Spleen	Spleen
GTEX-NFK9-1426-SM-43ISG	Spleen	Spleen
GTEX-ZDTT-1026-SM-5KM19	Spleen	Spleen
GTEX-1RAZQ-0126-SM-EV7B1	Spleen	Spleen
GTEX-1R9PM-0126-SM-DPRY6	Spleen	Spleen
GTEX-17GQL-0126-SM-72D5Q	Spleen	Spleen
GTEX-ZEX8-0726-SM-4WKH8	Spleen	Spleen
GTEX-13OVK-0426-SM-7KFT8	Spleen	Spleen
GTEX-1F5PL-2226-SM-7MKHE	Spleen	Spleen
GTEX-15SB6-0126-SM-6LPJR	Spleen	Spleen
GTEX-11DXX-0726-SM-5H12X	Spleen	Spleen
GTEX-117YX-2126-SM-5GIEL	Spleen	Spleen
GTEX-XAJ8-0126-SM-47JYG	Spleen	Spleen
GTEX-PW2O-0126-SM-48TC8	Spleen	Spleen
GTEX-XMK1-0126-SM-4B65F	Spleen	Spleen
GTEX-1IDJC-0126-SM-C1YQC	Spleen	Spleen
GTEX-Y5V5-1126-SM-EVYAR	Spleen	Spleen
GTEX-1J8Q3-0126-SM-C1YSI	Spleen	Spleen
GTEX-1LGRB-0126-SM-CNNR6	Spleen	Spleen
GTEX-11P81-1326-SM-5GU5S	Spleen	Spleen
GTEX-ZPCL-0626-SM-DNZZ6	Spleen	Spleen
GTEX-ZYFG-0726-SM-5GIDX	Spleen	Spleen
GTEX-1LVAN-1026-SM-CNNQZ	Spleen	Spleen
GTEX-1K2DA-0126-SM-CGQGV	Spleen	Spleen
GTEX-12WSJ-0526-SM-5GCOZ	Spleen	Spleen
GTEX-1MCC2-0826-SM-EV7AM	Spleen	Spleen
GTEX-1RMOY-0726-SM-EV79D	Spleen	Spleen
GTEX-14PK6-0526-SM-69LOF	Spleen	Spleen
GTEX-1IDJE-0126-SM-C1YQ6	Spleen	Spleen
GTEX-ZVZP-0726-SM-59HKA	Spleen	Spleen
GTEX-12BJ1-0726-SM-5EGGF	Spleen	Spleen
GTEX-16MT8-1826-SM-7EWE8	Spleen	Spleen
GTEX-1JMLX-1426-SM-CNNPO	Spleen	Spleen
GTEX-1CB4I-1426-SM-79OLZ	Spleen	Spleen
GTEX-1LG7Z-0126-SM-EV79V	Spleen	Spleen
GTEX-Q2AH-0226-SM-48U1I	Spleen	Spleen
GTEX-1S831-0726-SM-EV79O	Spleen	Spleen
GTEX-XGQ4-0126-SM-4AT4H	Spleen	Spleen
GTEX-YFCO-0926-SM-5LUA5	Spleen	Spleen
GTEX-169BO-0126-SM-79OLS	Spleen	Spleen
GTEX-1MGNQ-1126-SM-EAZ4Y	Spleen	Spleen
GTEX-QDT8-1526-SM-EXOHP	Spleen	Spleen
GTEX-1C4CL-0626-SM-731DM	Spleen	Spleen
GTEX-11EQ9-0426-SM-5A5JY	Spleen	Spleen
GTEX-1GZ4H-0126-SM-9JGGI	Spleen	Spleen
GTEX-131XE-1126-SM-5EGHW	Spleen	Spleen
GTEX-QCQG-0226-SM-48U28	Spleen	Spleen
GTEX-1AYD5-0226-SM-79ONV	Spleen	Spleen
GTEX-Y114-0726-SM-4TT6U	Spleen	Spleen
GTEX-1QP66-0126-SM-EAZ3N	Spleen	Spleen
GTEX-1N2EF-1526-SM-EXOIY	Spleen	Spleen
GTEX-XQ8I-1726-SM-4BOQB	Spleen	Spleen
GTEX-QV31-0126-SM-447BP	Spleen	Spleen
GTEX-146FR-1926-SM-5NQA6	Spleen	Spleen
GTEX-14PJ5-0326-SM-664OD	Spleen	Spleen
GTEX-ZPIC-0126-SM-DNZZ9	Spleen	Spleen
GTEX-1B8KZ-0226-SM-7EWF6	Spleen	Spleen
GTEX-111FC-1326-SM-5N9D9	Spleen	Spleen
GTEX-12WSN-0126-SM-5DUX5	Spleen	Spleen
GTEX-1211K-0426-SM-5FQTP	Spleen	Spleen
GTEX-1R7EU-2026-SM-E9U63	Spleen	Spleen
GTEX-1PPH8-2326-SM-EAZ48	Pancreas	Pancreas
GTEX-P4PP-1026-SM-3NM9O	Pancreas	Pancreas
GTEX-18A6Q-1726-SM-7LT9A	Pancreas	Pancreas
GTEX-1N2DV-1726-SM-DPRYR	Pancreas	Pancreas
GTEX-ZP4G-0426-SM-4YCER	Pancreas	Pancreas
GTEX-YFCO-1026-SM-5LU9S	Pancreas	Pancreas
GTEX-QESD-0226-SM-447BH	Pancreas	Pancreas
GTEX-1IDJD-0126-SM-C1YQZ	Pancreas	Pancreas
GTEX-1L5NE-0826-SM-DHXKU	Pancreas	Pancreas
GTEX-NPJ8-2126-SM-3MJGK	Pancreas	Pancreas
GTEX-Y5LM-0526-SM-4V6G3	Pancreas	Pancreas
GTEX-1I1GQ-2226-SM-B2LX1	Pancreas	Pancreas
GTEX-WHWD-0726-SM-4OORX	Pancreas	Pancreas
GTEX-11LCK-0226-SM-5A5M6	Pancreas	Pancreas
GTEX-1QPFJ-2226-SM-EXOJW	Pancreas	Pancreas
GTEX-1211K-1126-SM-5EGGB	Pancreas	Pancreas
GTEX-XPVG-0326-SM-4B653	Pancreas	Pancreas
GTEX-14E6E-1426-SM-5RQI2	Pancreas	Pancreas
GTEX-1IL2U-2326-SM-CNNQV	Pancreas	Pancreas
GTEX-ZAK1-2326-SM-5CVMY	Pancreas	Pancreas
GTEX-X15G-0726-SM-4PQZ5	Pancreas	Pancreas
GTEX-1S82P-1026-SM-EAZ4W	Pancreas	Pancreas
GTEX-148VI-0826-SM-5TDDI	Pancreas	Pancreas
GTEX-15DYW-1626-SM-6LLI1	Pancreas	Pancreas
GTEX-1F5PL-0726-SM-7MKH8	Pancreas	Pancreas
GTEX-ZDTT-1126-SM-4WKFW	Pancreas	Pancreas
GTEX-1PBJI-2126-SM-DPRYG	Pancreas	Pancreas
GTEX-14PKU-0626-SM-6EU1Q	Pancreas	Pancreas
GTEX-14ICL-1126-SM-5S2RE	Pancreas	Pancreas
GTEX-PX3G-1026-SM-48TZW	Pancreas	Pancreas
GTEX-XGQ4-0226-SM-4GIDS	Pancreas	Pancreas
GTEX-S32W-0826-SM-4AD5Z	Pancreas	Pancreas
GTEX-1B8KE-0726-SM-72D7G	Pancreas	Pancreas
GTEX-TKQ2-0426-SM-4DXUO	Pancreas	Pancreas
GTEX-XUW1-1726-SM-4BOOZ	Pancreas	Pancreas
GTEX-V955-0326-SM-4JBGV	Pancreas	Pancreas
GTEX-12WSN-0826-SM-5GCOF	Pancreas	Pancreas
GTEX-WFG8-0326-SM-4LVN4	Pancreas	Pancreas
GTEX-17HHE-0526-SM-7DUGR	Pancreas	Pancreas
GTEX-1N2EF-2126-SM-DPRYL	Pancreas	Pancreas
GTEX-ZAB4-1726-SM-5HL8C	Pancreas	Pancreas
GTEX-14C39-1026-SM-73KWG	Pancreas	Pancreas
GTEX-14PN3-0126-SM-6AJAU	Pancreas	Pancreas
GTEX-1CB4F-1226-SM-7DHKU	Pancreas	Pancreas
GTEX-1PWST-1526-SM-EXOIT	Pancreas	Pancreas
GTEX-XQ8I-1926-SM-4BOOK	Pancreas	Pancreas
GTEX-ZG7Y-0326-SM-4WWEY	Pancreas	Pancreas
GTEX-15SHV-1526-SM-6LLIB	Pancreas	Pancreas
GTEX-11GSP-0426-SM-5A5KX	Pancreas	Pancreas
GTEX-X4LF-0326-SM-4QAS9	Pancreas	Pancreas
GTEX-YEC3-0626-SM-CMKFG	Pancreas	Pancreas
GTEX-146FR-0126-SM-5Q5F3	Pancreas	Pancreas
GTEX-ZPU1-0226-SM-4WWC9	Pancreas	Pancreas
GTEX-139YR-1526-SM-5IFJ1	Pancreas	Pancreas
GTEX-15SB6-0226-SM-6LLIA	Pancreas	Pancreas
GTEX-WY7C-1026-SM-4OND3	Pancreas	Pancreas
GTEX-1J8Q3-0626-SM-AHZ3V	Pancreas	Pancreas
GTEX-ZPIC-0926-SM-4WWFK	Pancreas	Pancreas
GTEX-ZDYS-2526-SM-4WKGU	Pancreas	Pancreas
GTEX-14PJN-1526-SM-6AJBP	Pancreas	Pancreas
GTEX-XYKS-1226-SM-4BRVI	Pancreas	Pancreas
GTEX-V1D1-0726-SM-4JBH7	Pancreas	Pancreas
GTEX-1I4MK-1026-SM-AHZ2H	Pancreas	Pancreas
GTEX-1C64O-1426-SM-7EWER	Pancreas	Pancreas
GTEX-13W3W-1026-SM-5IFG4	Pancreas	Pancreas
GTEX-1QP2A-1326-SM-EAZ3K	Pancreas	Pancreas
GTEX-WI4N-1826-SM-4OOSF	Pancreas	Pancreas
GTEX-ZYY3-0826-SM-5E44R	Pancreas	Pancreas
GTEX-ZC5H-0826-SM-5N9FH	Pancreas	Pancreas
GTEX-1QP28-1026-SM-EAZ4K	Pancreas	Pancreas
GTEX-WQUQ-2126-SM-4OOSO	Pancreas	Pancreas
GTEX-QLQ7-0626-SM-CE6QX	Pancreas	Pancreas
GTEX-1H1E6-0826-SM-9WG83	Pancreas	Pancreas
GTEX-12BJ1-1126-SM-5EGGG	Pancreas	Pancreas
GTEX-12WSG-1026-SM-5EGII	Pancreas	Pancreas
GTEX-16MT8-1726-SM-7EWE7	Pancreas	Pancreas
GTEX-17MF6-1426-SM-7IGOX	Pancreas	Pancreas
GTEX-1JKYR-1026-SM-CGQGI	Pancreas	Pancreas
GTEX-Q2AH-0926-SM-48TZK	Pancreas	Pancreas
GTEX-14PHX-2026-SM-6872C	Pancreas	Pancreas
GTEX-1R7EU-0726-SM-DPRZM	Pancreas	Pancreas
GTEX-1B97J-1526-SM-79ONI	Pancreas	Pancreas
GTEX-1122O-0726-SM-5GIEV	Pancreas	Pancreas
GTEX-P4QS-1026-SM-3NMCW	Pancreas	Pancreas
GTEX-1NSGN-1726-SM-EXOJG	Pancreas	Pancreas
GTEX-1NUQO-0826-SM-DPS16	Pancreas	Pancreas
GTEX-U4B1-0726-SM-4DXUA	Pancreas	Pancreas
GTEX-18A67-1726-SM-7KFT9	Pancreas	Pancreas
GTEX-1GL5R-0926-SM-9JGFO	Pancreas	Pancreas
GTEX-1IDJC-0526-SM-AHZ2Q	Pancreas	Pancreas
GTEX-1GMR3-1226-SM-7MGY1	Pancreas	Pancreas
GTEX-ZLWG-0326-SM-4WWC7	Pancreas	Pancreas
GTEX-P4PQ-1026-SM-3NMCN	Pancreas	Pancreas
GTEX-13VXT-1226-SM-5LU3M	Pancreas	Pancreas
GTEX-OHPL-1026-SM-3MJGI	Pancreas	Pancreas
GTEX-1399U-0926-SM-5IFHA	Pancreas	Pancreas
GTEX-12WSL-0426-SM-5GCNX	Pancreas	Pancreas
GTEX-UJHI-0626-SM-3DB8T	Pancreas	Pancreas
GTEX-OIZI-1526-SM-E6CHI	Pancreas	Pancreas
GTEX-SUCS-1426-SM-4DM5W	Pancreas	Pancreas
GTEX-1JMPZ-1026-SM-CXZJS	Pancreas	Pancreas
GTEX-1AYCT-1226-SM-7EPGH	Pancreas	Pancreas
GTEX-1PFEY-1126-SM-DPRZ3	Pancreas	Pancreas
GTEX-11P7K-0526-SM-5BC5I	Pancreas	Pancreas
GTEX-1H23P-2026-SM-9OSXY	Pancreas	Pancreas
GTEX-QV44-0426-SM-4R1KF	Pancreas	Pancreas
GTEX-14JG6-0426-SM-68715	Pancreas	Pancreas
GTEX-1KANA-1526-SM-CXZKG	Pancreas	Pancreas
GTEX-13SLX-1326-SM-5S2QS	Pancreas	Pancreas
GTEX-1K2DA-0326-SM-CGQGX	Pancreas	Pancreas
GTEX-146FQ-1526-SM-5Q5CX	Pancreas	Pancreas
GTEX-11XUK-0626-SM-5N9ES	Pancreas	Pancreas
GTEX-N7MT-1626-SM-3LK71	Pancreas	Pancreas
GTEX-1S83E-1426-SM-EV7B8	Pancreas	Pancreas
GTEX-1AX8Z-1726-SM-731DE	Pancreas	Pancreas
GTEX-144GN-0826-SM-5LU5G	Pancreas	Pancreas
GTEX-QDVJ-1226-SM-48U1V	Pancreas	Pancreas
GTEX-ZF3C-2026-SM-4WWB5	Pancreas	Pancreas
GTEX-XBED-0226-SM-47JY8	Pancreas	Pancreas
GTEX-OXRK-1526-SM-E6CHJ	Pancreas	Pancreas
GTEX-WHPG-0326-SM-4M1XV	Pancreas	Pancreas
GTEX-17F9E-1426-SM-793BG	Pancreas	Pancreas
GTEX-1339X-1026-SM-5IFH5	Pancreas	Pancreas
GTEX-1GF9X-1126-SM-7MKHC	Pancreas	Pancreas
GTEX-1QEPI-1626-SM-EAZ3I	Pancreas	Pancreas
GTEX-11I78-0626-SM-5A5LZ	Pancreas	Pancreas
GTEX-1497J-0426-SM-5Q5CO	Pancreas	Pancreas
GTEX-T8EM-0826-SM-4DM76	Pancreas	Pancreas
GTEX-1MGNQ-1226-SM-EV7BM	Pancreas	Pancreas
GTEX-1CB4G-1826-SM-7MKGO	Pancreas	Pancreas
GTEX-14DAR-0526-SM-664MX	Pancreas	Pancreas
GTEX-1HSGN-1426-SM-A8NAA	Pancreas	Pancreas
GTEX-1QP29-1926-SM-DPRZO	Pancreas	Pancreas
GTEX-UJMC-1126-SM-3GADP	Pancreas	Pancreas
GTEX-15ER7-1326-SM-6LPK9	Pancreas	Pancreas
GTEX-1LGRB-0426-SM-CNNRD	Pancreas	Pancreas
GTEX-131XE-1926-SM-5IFER	Pancreas	Pancreas
GTEX-1GN1U-1126-SM-9WPPZ	Pancreas	Pancreas
GTEX-QEL4-1326-SM-447AD	Pancreas	Pancreas
GTEX-QCQG-0426-SM-48U29	Pancreas	Pancreas
GTEX-ZEX8-1026-SM-4WKHE	Pancreas	Pancreas
GTEX-1RAZQ-1426-SM-EV7B2	Pancreas	Pancreas
GTEX-YEC4-1326-SM-5IFHG	Pancreas	Pancreas
GTEX-1AX9K-2026-SM-731D1	Pancreas	Pancreas
GTEX-17HGU-2026-SM-79OKS	Pancreas	Pancreas
GTEX-15RIF-0626-SM-6LLI3	Pancreas	Pancreas
GTEX-1CB4I-1326-SM-79OLY	Pancreas	Pancreas
GTEX-1J8EW-1926-SM-CGQGR	Pancreas	Pancreas
GTEX-ZYW4-2126-SM-59HJ9	Pancreas	Pancreas
GTEX-1AX9J-1726-SM-731FF	Pancreas	Pancreas
GTEX-VUSG-0326-SM-3GIJ7	Pancreas	Pancreas
GTEX-1B932-1626-SM-731EA	Pancreas	Pancreas
GTEX-1K2DU-1026-SM-DHXKC	Pancreas	Pancreas
GTEX-R55D-1426-SM-48FEN	Pancreas	Pancreas
GTEX-S4P3-0626-SM-4AD59	Pancreas	Pancreas
GTEX-YB5K-1826-SM-5IFJC	Pancreas	Pancreas
GTEX-1M5QR-0926-SM-DHXK8	Pancreas	Pancreas
GTEX-1LG7Z-0326-SM-DHXK3	Pancreas	Pancreas
GTEX-XBEW-1626-SM-4SOJP	Pancreas	Pancreas
GTEX-SNOS-0926-SM-4DM7A	Pancreas	Pancreas
GTEX-13X6H-0626-SM-5LU53	Pancreas	Pancreas
GTEX-13CF3-1026-SM-5LZWY	Pancreas	Pancreas
GTEX-XMK1-0326-SM-4B652	Pancreas	Pancreas
GTEX-1HKZK-1126-SM-9WG82	Pancreas	Pancreas
GTEX-1JK1U-1026-SM-AHZ44	Pancreas	Pancreas
GTEX-1QW4Y-0926-SM-DPRY2	Pancreas	Pancreas
GTEX-1IDJU-0326-SM-CGQEE	Pancreas	Pancreas
GTEX-132AR-1826-SM-5EGHR	Pancreas	Pancreas
GTEX-145ME-0326-SM-5S2QO	Pancreas	Pancreas
GTEX-RM2N-0326-SM-48FD8	Pancreas	Pancreas
GTEX-18A7A-1726-SM-7LT93	Pancreas	Pancreas
GTEX-144GM-0726-SM-79OJQ	Pancreas	Pancreas
GTEX-1H1DG-1426-SM-9OSXP	Pancreas	Pancreas
GTEX-ZYT6-1326-SM-5E453	Pancreas	Pancreas
GTEX-QLQW-0326-SM-447A8	Pancreas	Pancreas
GTEX-WYJK-2426-SM-4ONDQ	Pancreas	Pancreas
GTEX-ZYFG-0826-SM-5BC5T	Pancreas	Pancreas
GTEX-1128S-0826-SM-5GZZI	Pancreas	Pancreas
GTEX-NFK9-1626-SM-3LK5J	Pancreas	Pancreas
GTEX-11VI4-0426-SM-5EGHZ	Pancreas	Pancreas
GTEX-131XG-1426-SM-5GCMO	Pancreas	Pancreas
GTEX-1A8FM-1826-SM-7MGXO	Pancreas	Pancreas
GTEX-Y114-0826-SM-4TT77	Pancreas	Pancreas
GTEX-1I1GT-0926-SM-AHZ2G	Pancreas	Pancreas
GTEX-15RJ7-0826-SM-6LLI8	Pancreas	Pancreas
GTEX-14PJO-1826-SM-69LPR	Pancreas	Pancreas
GTEX-PLZ6-0726-SM-3P619	Pancreas	Pancreas
GTEX-15UF6-1826-SM-6LLI9	Pancreas	Pancreas
GTEX-X3Y1-0726-SM-3P5YU	Pancreas	Pancreas
GTEX-1CAMQ-1626-SM-7MGXG	Pancreas	Pancreas
GTEX-14PJM-2126-SM-6AJAS	Pancreas	Pancreas
GTEX-Y9LG-0726-SM-4VDS3	Pancreas	Pancreas
GTEX-144FL-1526-SM-5Q5CA	Pancreas	Pancreas
GTEX-117YX-0226-SM-5EGH6	Pancreas	Pancreas
GTEX-ZVP2-0726-SM-59HKY	Pancreas	Pancreas
GTEX-ZV7C-0726-SM-59HKH	Pancreas	Pancreas
GTEX-VJYA-0826-SM-4KL1M	Pancreas	Pancreas
GTEX-1O97I-1726-SM-EXOIP	Pancreas	Pancreas
GTEX-WH7G-0826-SM-4LVMR	Pancreas	Pancreas
GTEX-1OKEX-1726-SM-E9U4F	Pancreas	Pancreas
GTEX-11LCK-1626-SM-5PNYB	Esophagus	Esophagus - Muscularis
GTEX-1EKGG-1726-SM-7MXUP	Esophagus	Esophagus - Mucosa
GTEX-RTLS-1226-SM-46MUP	Esophagus	Esophagus - Muscularis
GTEX-17JCI-1326-SM-7IGLZ	Esophagus	Esophagus - Muscularis
GTEX-SE5C-1226-SM-4BRWV	Esophagus	Esophagus - Mucosa
GTEX-1I4MK-0826-SM-A9G2J	Esophagus	Esophagus - Gastroesophageal Junction
GTEX-1CAMQ-2726-SM-7MKGD	Esophagus	Esophagus - Mucosa
GTEX-1N5O9-2026-SM-DTXA6	Esophagus	Esophagus - Muscularis
GTEX-RN64-1026-SM-48FDX	Esophagus	Esophagus - Mucosa
GTEX-17HHE-0826-SM-793A2	Esophagus	Esophagus - Gastroesophageal Junction
GTEX-1CAMR-0526-SM-7P8RS	Esophagus	Esophagus - Muscularis
GTEX-1EMGI-2126-SM-7P8S3	Esophagus	Esophagus - Muscularis
